Get at Level	Improves Until	Name	SpecialFX Done?	Stage Number	Name - old	Type	Type Info	Casting Requires Target	Can Target Caster	Can Target Dead	Class (Index)	Class Name	"MP Cost, if First Version"	MP Cost	Effect Delay (ms)	Repeat Delay (ms)	Targets	Period	Duration	Duration / Period	DPS Modifier	DPS @ Level Obtained	Range		Start Min Casts	Start Max Casts	End Min Casts	End Max Casts	Description	5	Real Description
12		Reditus Doma	Yes	0	Reditus Doma	Portal	To spawn point	FALSE	FALSE	FALSE	4	Paladin	""""	11.36666667		800		7500							4.281524927	24.19354839			Transports you back home (your spawn point)	Transports you back home (your spawn point)	Transports you back home (your spawn point)
14		Reditus Doma	Yes	0	Reditus Doma	Portal	To spawn point	FALSE	FALSE	FALSE	5	Warrior	""""	11.36666667		800		7500							2.463343109	25.80645161			Transports you back home (your spawn point)	Transports you back home (your spawn point)	Transports you back home (your spawn point)
18		Uni Reditus Velox	Yes	0	Uni Reditus Velox	Portal	Fast to mark 1	FALSE	FALSE	FALSE	0	Adept				300		500											"Provides a fast teleport for just you to your ""/mark 1"" location"	"Provides a fast teleport for just you to your ""/mark 1"" location"	"Provides a fast teleport for just you to your ""/mark 1"" location"
16		Pario Porta	Yes	0	Pario Porta	Portal	Open to any mark	TRUE	FALSE	FALSE	0	Adept	0.85	322.7166667		550		1000	10000	10			very small		0.725094252	1.627846925			"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"	"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"	"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"
16		Pario Porta	Yes	0	Pario Porta	Portal	Open to any mark	TRUE	FALSE	FALSE	1	Sorcerer	""""	322.7166667		550		1000	10000	10			very small		0.526777875	1.429530548			"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"	"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"	"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"
16		Pario Porta	Yes	0	Pario Porta	Portal	Open to any mark	TRUE	FALSE	FALSE	2	Leyshaper	""""	322.7166667		550		1000	10000	10			very small		0.460672416	1.363425089			"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"	"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"	"Long-range teleport to any location that has been saved with ""/mark #"".  For example, to visit the location at which you last said ""/mark 1"", press 1 when casting this spell"
9	20	Velocitas	Yes	0	Velocitas	Buff	Speed	TRUE	TRUE	FALSE	0	Adept	0.5	113.6666667		150		1000	270000	270					1.175953079	2.824046921	2.563049853	5.697947214	Speed enchantment	Speed enchantment	Speed enchantment
999		Nimbus		0	Nimbus	Mutate	Gas Form	FALSE	FALSE	FALSE	0	Adept	0.3	#REF!											#REF!	#REF!				This spell's effect is not yet available	
999		Nimbus		0	Nimbus	Mutate	Gas Form	FALSE	FALSE	FALSE	1	Sorcerer	""""	#REF!											#REF!	#REF!				This spell's effect is not yet available	
999		Nimbus		0	Nimbus	Mutate	Gas Form	FALSE	FALSE	FALSE	2	Leyshaper	""""	#REF!											#REF!	#REF!				This spell's effect is not yet available	
30	50	Vis Robur	Yes	0	Vis Robur	Buff	Strength	TRUE	TRUE	FALSE	0	Adept	0.55	387.1083333	200	400			270000						1.122855359	2.513508277	1.863388802	4.227929305	Increases damage	Increases damage	Increases damage
51	75	Vis Robur	Yes	1	(Vis Robur)	Buff	Strength	TRUE	TRUE	FALSE	0	Adept	""""	387.1083333		400			270000						1.900415474	4.298538308	2.789055605	6.463306998	Increases damage	Increases damage	Increases damage
5	15	Robur	Yes	0	Robur	Buff	Strength	TRUE	TRUE	FALSE	0	Adept	0.55	75.625	300	500			270000						1.009366391	2.626997245	2.904683196	6.585123967	Increases damage	Increases damage	Increases damage
16	35	Robur	Yes	1	(Robur)	Buff	Strength	TRUE	TRUE	FALSE	0	Adept	""""	75.625		600			270000						3.094214876	6.946556474	6.695316804	15.01707989	Increases damage	Increases damage	Increases damage
12	25	Omni Vis Vires	Yes	0	Omni Vis Vires	Buff	Complete (targeted)	TRUE	TRUE	FALSE	1	Sorcerer	0.7	169.2833333					240000						0.760066949	2.097075908	1.553608349	4.196120902	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"
26	39	Omni Vis Vires	Yes	1	(Omni Vis Vires)	Buff	Complete (targeted)	TRUE	TRUE	FALSE	1	Sorcerer	""""	169.2833333					300000						1.614649995	4.333956877	2.408191395	6.433001871	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"
40	60	Omni Vis Vires	Yes	2	(Omni Vis Vires)	Buff	Complete (targeted)	TRUE	TRUE	FALSE	1	Sorcerer	""""	169.2833333					390000						2.469233041	6.570837846	3.690065964	10.09550064	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"
61	150	Omni Vis Vires	Yes	3	(Omni Vis Vires)	Buff	Complete (targeted)	TRUE	TRUE	FALSE	1	Sorcerer	""""	169.2833333					480000						3.751107611	10.23333662	9.183814118	23.72944767	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"	"Adds to the defense, damage and speed of the target"
38	53	Amicus Omni Vires	Yes	0	Amicus Omni Vires	AOE Buff	Complete (party)	FALSE	FALSE	FALSE	1	Sorcerer	0.7	512.05					240000						0.775965889	2.081176968	1.078670703	2.942420988	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"
54	71	Amicus Omni Vires	Yes	1	(Amicus Omni Vires)	AOE Buff	Complete (party)	FALSE	FALSE	FALSE	1	Sorcerer	""""	512.05					300000						1.098851024	2.987989454	1.44191648	4.016534844	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"
72	85	Amicus Omni Vires	Yes	2	(Amicus Omni Vires)	AOE Buff	Complete (party)	FALSE	FALSE	FALSE	1	Sorcerer	""""	512.05					390000						1.4620968	4.06210331	1.724440973	4.882986687	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"
86	150	Amicus Omni Vires	Yes	3	(Amicus Omni Vires)	AOE Buff	Complete (party)	FALSE	FALSE	FALSE	1	Sorcerer	""""	512.05					480000						1.744621293	4.928555154	3.036161833	7.844937018	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"	"Adds to the defense, damage and speed of all nearby party members"
5	12	Unda Uxor	Yes	0	Unda Uxor	AOE	"Instant, Location-Bound"	TRUE	FALSE	FALSE	1	Sorcerer	0.4	47	250	550	3				0.7	15.20088889	very small		1.19858156	3.80141844	2.737588652	7.553191489	Area of effect spell that hits the targeted location	Area of effect spell that hits the targeted location	Area of effect spell that hits the targeted location
3	150	Quickness	Yes	0	Quickness	Buff	"Self-Only, Speed and Attack speed"	FALSE	FALSE	FALSE	3	Hunter	0.2	10.66666667		500			120000						1.09375	8.90625	33.25	264.09375	Boosts  speed and MP steal	Boosts  speed and MP steal	Boosts  speed and MP steal
15	150	Haste	Yes	0	Haste	Buff	"Self-Only, Speed and Attack speed"	FALSE	FALSE	FALSE	3	Hunter	0.2	35.76666667		500			120000						1.109040075	8.890959925	9.91612302	78.76048462	Significantly increases  speed and MP steal	Significantly increases  speed and MP steal	Significantly increases  speed and MP steal
27	150	Rancor	Yes	0	Rancor	Buff	"Self-Only, Damage and Speed"	FALSE	FALSE	FALSE	3	Hunter	0.2	60.86666667		500			120000						1.111719606	8.888280394	5.82694414	46.28148959	Maximizes  speed and MP steal	Maximizes  speed and MP steal	Maximizes  speed and MP steal
1	150	Fury	Yes	0	Fury	Buff	"Self-Only, Speed and Attack speed"	FALSE	FALSE	FALSE	5	Warrior	0.2	5.7		500			120000						1.111111111	8.888888889	44.67836257	476.6666667	Boosts damage and HP steal	Boosts damage and HP steal	Boosts damage and HP steal
18	150	Wrath	Yes	0	Wrath	Buff	"Self-Only, Damage and Speed"	FALSE	FALSE	FALSE	5	Warrior	0.2	39.96666667		500			120000						0.867389491	9.132610509	6.371976647	67.98165138	Significantly increases damage and HP steal	Significantly increases damage and HP steal	Significantly increases damage and HP steal
27	150	Rage	Yes	0	Rage	Buff	"Self-Only, Damage and Speed"	FALSE	FALSE	FALSE	5	Warrior	0.2	57.26666667		500			120000						0.867287544	9.132712456	4.447031432	47.44470314	Maximizes damage and HP steal	Maximizes damage and HP steal	Maximizes damage and HP steal
5	9	Eagleye	Yes	0	Eagleye	Shoot	Shoot projectile weapon at mouse (no target!)	FALSE	FALSE	FALSE	3	Hunter	0.1	7.75		0	1				1.5	0			2.107526882	17.89247312	3.311827957	27.48387097	"Fires a projectile weapon instantly, without needing to select a target (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon instantly, without needing to select a target (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon instantly, without needing to select a target (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
13	150	Eagleye	Yes	1	(Eagleye)	Shoot	Shoot projectile weapon at mouse (no target!)	FALSE	FALSE	FALSE	3	Hunter	""""	7.75		0	1				1.5	0			4.516129032	37.07526882	45.76344086	363.483871	"Fires a projectile weapon instantly, without needing to select a target (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon instantly, without needing to select a target (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon instantly, without needing to select a target (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
8	18	Spreadshot	Yes	0	Spreadshot	Shoot	Shoot multiple projectiles in a spread	TRUE	FALSE	FALSE	3	Hunter	0.2	20.8		1000	3	500	600	1.2	1.1	45.79587814			1.121794872	8.878205128	2.243589744	18.125	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
21	36	Spreadshot	Yes	1	(Spreadshot)	Shoot	Shoot multiple projectiles in a spread	TRUE	FALSE	FALSE	3	Hunter	""""	20.8		1000	4	500	600	1.2	1.1	117.5777778			2.580128205	20.33653846	4.262820513	35.14423077	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
37	55	Spreadshot	Yes	2	(Spreadshot)	Shoot	Shoot multiple projectiles in a spread	TRUE	FALSE	FALSE	3	Hunter	""""	20.8		1000	5	500	600	1.2	1.1	206.3715356			4.375	35.88141026	6.394230769	53.52564103	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
56	150	Spreadshot	Yes	3	(Spreadshot)	Shoot	Shoot multiple projectiles in a spread	TRUE	FALSE	FALSE	3	Hunter	""""	20.8		1000	6	500	600	1.2	1.1	321.4694663			6.506410256	56.13782051	17.05128205	135.4326923	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon in a forward spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
15	31	Rapidshot	Yes	0	Rapidshot	Shoot	Shoot multiple projectiles in a line	TRUE	FALSE	FALSE	3	Hunter	0.2	35.76666667		400	1	200	600	3	1.1	33.53777778			1.109040075	8.890959925	2.152842498	17.56756757	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
32	54	Rapidshot	Yes	1	(Rapidshot)	Shoot	Shoot multiple projectiles in a line	TRUE	FALSE	FALSE	3	Hunter	""""	35.76666667		400	1	200	800	4	1.1	72.25251758			2.218080149	17.99627213	3.653308481	30.69897484	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
55	81	Rapidshot	Yes	2	(Rapidshot)	Shoot	Shoot multiple projectiles in a line	TRUE	FALSE	FALSE	3	Hunter	""""	35.76666667		400	1	200	1000	5	1.1	126.5205333			3.718546132	31.1276794	5.41472507	49.17986952	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
82	150	Rapidshot	Yes	3	(Rapidshot)	Shoot	Shoot multiple projectiles in a line	TRUE	FALSE	FALSE	3	Hunter	""""	35.76666667		400	1	200	1200	6	1.1	193.4435009			5.479962721	49.60857409	9.91612302	78.76048462	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoots multiple projectiles in a straight line (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
19	40	Hailfire	Yes	0	Hailfire	Shoot	"Shoot projectiles in sequence, slight spread"	TRUE	FALSE	FALSE	3	Hunter	0.2	44.13333333		200	1	100	600	6	1.1	20.82666667			1.110271903	8.889728097	2.220543807	17.95317221	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
41	60	Hailfire	Yes	1	(Hailfire)	Shoot	"Shoot projectiles in sequence, slight spread"	TRUE	FALSE	FALSE	3	Hunter	""""	44.13333333		200	1	100	800	8	1.1	46.75138603			2.273413897	18.8897281	3.277945619	27.84743202	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
61	90	Hailfire	Yes	2	(Hailfire)	Shoot	"Shoot projectiles in sequence, slight spread"	TRUE	FALSE	FALSE	3	Hunter	""""	44.13333333		140	1	70	700	10	1.1	49.34650852			3.33081571	28.19486405	4.864048338	42.98338369	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
91	150	Hailfire	Yes	3	(Hailfire)	Shoot	"Shoot projectiles in sequence, slight spread"	TRUE	FALSE	FALSE	3	Hunter	""""	44.13333333		160	1	80	960	12	1.1	84.8278308			4.916918429	43.33081571	8.036253776	63.82930514	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Fires a projectile weapon several times in a slight spread (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
10	25	Attack Run	(None)	0	Attack Run	Attack Run		TRUE	FALSE	FALSE	3	Hunter	0.07	8.971666667		0			390000		2	0			3.120936281	25.45049229	7.022106632	56.88277912	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit
7	25	Attack Run	(None)	0	Attack Run	Attack Run		TRUE	FALSE	FALSE	5	Warrior	""""	8.971666667		0					2	0			1.820546164	18.35407765	5.164406465	55.02507895	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit
31	50	Attack Run	(None)	1	(Attack Run)	Attack Run		TRUE	FALSE	FALSE	3	Hunter	""""	8.971666667		0					3	0			8.582574772	70.0352963	13.52405722	115.5489504	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit
25	50	Attack Run	(None)	1	(Attack Run)	Attack Run		TRUE	FALSE	FALSE	5	Warrior	""""	8.971666667		0					3	0			5.164406465	55.02507895	9.808656883	111.8335501	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit	Causes you to run quickly at the target and deal extra damage on your first hit
12	25	Tornado	(None)	0	Tornado	Spin Attack	Bow Only	FALSE	FALSE	FALSE	3	Hunter	0.1	14.58333333		0	5				0.7	0	medium		2.24	17.76	4.32	34.99428571	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
27	30	Tornado	(None)	1	(Tornado)	Spin Attack	Bow Only	FALSE	FALSE	FALSE	3	Hunter	""""	14.58333333		0	6				0.7	0	large		4.64	37.09714286	5.12	42.03428571	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
30	65	Hurricane	Yes	0	Hurricane	Spin Attack	Bow Only	FALSE	FALSE	FALSE	3	Hunter	0.1	34.38333333		0	7				0.7	0	large		2.171594765	17.82840524	4.546776539	39.10809501	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
66	80	Hurricane	Yes	1	(Hurricane)	Spin Attack	Bow Only	FALSE	FALSE	FALSE	3	Hunter	""""	34.38333333		0	8				0.7	0	large		4.614638875	39.5540475	5.564711585	50.71255453	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
81	150	Hurricane	Yes	2	(Hurricane)	Spin Attack	Bow Only	FALSE	FALSE	FALSE	3	Hunter	""""	34.38333333		0	10				0.7	0	large		5.632573921	51.15850703	10.31507513	81.92922928	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"	"Shoot a projectile at nearby enemies (only usable when a bow, crossbow, javelin or thrown weapon is equipped)"
17	24	Leap	(None)	0	Leap	Leap		TRUE	FALSE	FALSE	3	Hunter	0.08	15.72		500					0.7	29.90079365	large		2.820186599	22.1798134	3.859202714	31.48854962	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"
14	24	Leap	(None)	0	Leap	Leap		TRUE	FALSE	FALSE	5	Warrior	""""	15.72		500					2	70.19444444	large		1.781170483	18.65988126	2.841391009	30.47073791	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"
24	40	Leap	(None)	1	(Leap)	Leap		TRUE	FALSE	FALSE	3	Hunter	""""	15.72		500					2.5	151.0416667	large		3.859202714	31.48854962	6.234096692	50.4028838	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"
25	40	Leap	(None)	1	(Leap)	Leap		TRUE	FALSE	FALSE	5	Warrior	""""	15.72		400					2.5	125.4871795	large		2.947413062	31.40373198	4.537743851	48.70653096	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"
41	80	Leap	(None)	2	(Leap)	Leap		TRUE	FALSE	FALSE	3	Hunter	""""	15.72		400					3	255.0075601	large		6.382527566	53.0322307	12.17133164	110.9202714	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"
41	80	Leap	(None)	2	(Leap)	Leap		TRUE	FALSE	FALSE	5	Warrior	""""	15.72		300					3	191.2556701	large		4.643765903	51.29346904	8.778625954	107.5275657	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"	"Jump over pits, monsters, deep water and short objects"
8	12	Spin Attack	(None)	0	Spin Attack	Spin Attack	Weapon Only (no bow)	FALSE	FALSE	FALSE	5	Warrior	0.08	7.893333333	250	0	8				1	10.40815412	medium		2.280405405	22.71959459	3.125	31.79898649	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon
12	20	Whirlwind Attack	(None)	0	Whirlwind Attack	Spin Attack	Weapon Only (no bow)	FALSE	FALSE	FALSE	5	Warrior	0.05	6.891666667		0	8				1	0	medium		3.579201935	36.42079807	5.513905683	57.21886336	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon
21	40	Whirlwind Attack	(None)	1	(Whirlwind Attack)	Spin Attack	Weapon Only (no bow)	FALSE	FALSE	FALSE	5	Warrior	""""	6.891666667		0	8				1	0	medium		5.755743652	59.34703748	10.35066505	111.1003628	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon
41	60	Vortex Attack	Yes	0	Vortex Attack	Spin Attack	Weapon Only (no bow)	FALSE	FALSE	FALSE	5	Warrior	0.05	21.98333333		0	8				1	0	large		3.320697498	36.6793025	4.761182714	54.08642911	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon
61	80	Vortex Attack	Yes	1	(Vortex Attack)	Spin Attack	Weapon Only (no bow)	FALSE	FALSE	FALSE	5	Warrior	""""	21.98333333		0	8				1	0	large		4.836997726	54.75360121	6.277482942	76.89158453	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon
81	150	Vortex Attack	Yes	2	(Vortex Attack)	Spin Attack	Weapon Only (no bow)	FALSE	FALSE	FALSE	5	Warrior	""""	21.98333333		0	8				1	0	large		6.353297953	77.55875663	11.58453374	123.5936315	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon	Hit nearby enemies with your current melee weapon
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
