Level	Intended Use	User	Equipment Type	Name	Set	Treasure Level - Low	Treasure Level - High	DescTitle	DescType	Description	Max Stack Size	Geonite Value	is weapon?	is ranged?	Weapon Size	Weapon Speed	TypeDamageMod	MageItemDmgMod	TypeDelayMod	Weapon Range	Weapon Attack Duration	Weapon Damage Spread	Wishing %	Drop on Death	Required Avatar Level	Strength	Agility	Constitution	Intelligence	Wisdom	Bonus Dmg %	Average Damage	Min Attack Damage	Max Attack Damage	is armor?	armor type %	Bonus Defense %	Physical Defense	Mage-Item MP Regen	Mage-Item Base HP	Mage-Item MP Added	Warrior-Item HP Steal	Warrior-Item MP Steal	HP Regen Rate	MP Regen Rate	HP Modifier	MP Modifier	HP Added	MP Added	Movement Speed Modifier	Attack Speed Modifier	HP Steal	MP Steal
25	Equipment - Common	Non-specific	Shield	Lightning Shield	Lightning	25	150		shield	A lightning shield	1	234	FALSE	FALSE									0	TRUE	25										TRUE	0.25	0	49.5	0			0	0	96.2345679								0	0
30	Equipment - Uncommon	Warrior	1-Handed Weapon	Bone Cleaver	Bone	35	150		weapon	A bone weapon	1	39	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	30	22						98.68444444	80.92124444	116.4476444	FALSE	FALSE	0.05	11.2	0			0.05	0.05									0.075	0.075
30	Equipment - Uncommon	Warrior	1-Handed Weapon	Bone Fragment	Bone	35	150		weapon	A bone weapon	1	39	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	30	22						62.1712	52.84552	71.49688	FALSE	FALSE	0.05	11.2	0			0.05	0.05									0.075	0.075
30	Equipment - Common	Warrior	1-Handed Weapon	Spectral Kopesh	Spectral	30	150		weapon	A spectral weapon	1	39	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	30	22						62.1712	52.84552	71.49688	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
30	Equipment - Common	Warrior	1-Handed Weapon	Spectral Sword	Spectral	30	150		weapon	A spectral weapon	1	39	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	30	22						98.68444444	80.92124444	116.4476444	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
30	Equipment - Common	Non-specific	Armor	Spectral Cloth	Spectral	30	150		armor	A spectral armor	1	759	FALSE	FALSE									0	TRUE	30										TRUE	0.45	0	101.8	0			0	0									0	0
30	Equipment - Common	Non-specific	Belt	Spectral Cord	Spectral	30	150		belt	A spectral belt	1	39	FALSE	FALSE									0	TRUE	30										TRUE	0.06	0	14.44	0			0	0									0	0
30	Equipment - Common	Non-specific	Boots	Spectral Chain Boots	Spectral	30	150		boots	A spectral boots	1	129	FALSE	FALSE									0	TRUE	30										TRUE	0.1	0	23.4	0			0	0									0	0
30	Equipment - Common	Warrior	Bow	Spectral Longbow	Spectral	30	150		bow	A spectral bow	1	39	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	30	22						88.816	72.82912	104.80288	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
30	Equipment - Common	Warrior	Crossbow	Spectral Crossbow	Spectral	30	150		crossbow	A spectral crossbow	1	320	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	30	22						132.77992	92.945944	172.613896	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
30	Equipment - Common	Non-specific	Gloves	Spectral Mitts	Spectral	30	150		gloves	A spectral gloves	1	39	FALSE	FALSE									0	TRUE	30										TRUE	0.04	0	9.96	0			0	0								7.5	0	0
30	Equipment - Common	Non-specific	Helmet	Spectral Chain Coif	Spectral	30	150		helmet	A spectral helmet	1	129	FALSE	FALSE									0	TRUE	30										TRUE	0.1	0	23.4	0			0	0									0	0
30	Equipment - Uncommon	Caster	Mainhand	Spectral Wand	Spectral	35	150	magical	mainhand	A magical spectral mainhand	1	640	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	30					22		24.86848	23.1276864	26.6092736	FALSE	FALSE	0.05	11.2	102.0740741	0	54.78	0	0		103.0740741							0	0
30	Equipment - Common	Caster	Offhand Item	Spectral Orb	Spectral	30	150	magical	offhand item	A magical spectral offhand item	1	320	FALSE	FALSE									0	TRUE	30					22					FALSE	FALSE	0	0	81.65925926			0	0		82.65925926							0	0
30	Equipment - Rare	Caster	Polearm	Bone Staff	Bone	40	150		polearm	A bone polearm	1	1579	TRUE	FALSE	large	slow	1.15	0.4	1.3	2.5	845	0.3	0	TRUE	30					22		59.01329778	41.30930844	76.71728711	FALSE	FALSE	0.1	22.4	204.1481481	5	54.78	0	0		205.1481481	5					7.5	0	0
30	Equipment - Uncommon	Non-specific	Polearm	Spectral Greataxe	Spectral	35	150		polearm	A spectral polearm	1	279	TRUE	FALSE	large	slow	1.15	1	1.3	2.5	845	0.3	0	TRUE	30							147.5332444	103.2732711	191.7932178	FALSE	FALSE	0.05	11.2	0			0.15	0.15									0.225	0.225
30	Equipment - Uncommon	Non-specific	Ring	Spectral Symbol	Spectral	35	150		ring	A spectral ring	1	759	FALSE	FALSE									0	TRUE	30										FALSE	FALSE	0.05	11.2	0			0	0				5	66.16666667				0	0
30	Equipment - Uncommon	Non-specific	Shield	Bone Aspis	Bone	35	150		shield	A bone shield	1	279	FALSE	FALSE									0	TRUE	30										TRUE	0.25	0.05	68.2	0			0	0	171.6944444								0	0
30	Equipment - Common	Non-specific	Shield	Spectral Shield	Spectral	30	150		shield	A spectral shield	1	279	FALSE	FALSE									0	TRUE	30										TRUE	0.25	0	57	0			0	0	114.462963								0	0
30	Equipment - Common	Warrior	Thrown	Spectral Throwing Knives	Spectral	30	150		throwing weapon	A spectral throwing weapon	1	39	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	30	22						55.95408	47.560968	64.347192	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
35	Equipment - Common	Warrior	1-Handed Weapon	Acid Rapier	Acid	35	150		1-handed weapon	An acid 1-handed weapon	1	44	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	35	22						72.99270588	62.0438	83.94161176	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
35	Equipment - Common	Warrior	1-Handed Weapon	Acidic Longsword	Acid	35	150		1-handed weapon	An acid 1-handed weapon	1	44	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	35	22						115.8614379	95.00637908	136.7164967	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
35	Equipment - Common	Non-specific	Armor	Acidweave Doublet	Acid	35	150		armor	An acid armor	1	884	FALSE	FALSE									0	TRUE	35										TRUE	0.45	0	115.3	0			0	0									0	0
35	Equipment - Common	Non-specific	Belt	Acidic Sash	Acid	35	150		belt	An acid belt	1	44	FALSE	FALSE									0	TRUE	35										TRUE	0.06	0	16.24	0			0	0									0	0
35	Equipment - Common	Non-specific	Boots	Acidweave Shoes	Acid	35	150		boots	An acid boots	1	149	FALSE	FALSE									0	TRUE	35										TRUE	0.1	0	26.4	0			0	0									0	0
35	Equipment - Common	Warrior	Bow	Acid Bow	Acid	35	150		-enchanted ranged weapon	An acid-enchanted ranged weapon	1	44	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	35	22						104.2752941	85.50574118	123.0448471	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
35	Equipment - Common	Warrior	Crossbow	Acid Double Crossbow	Acid	35	150		crossbow	An acid crossbow	1	640	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	35	22						155.8915647	109.1240953	202.6590341	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
35	Equipment - Common	Non-specific	Gloves	Acidic Wristguards	Acid	35	150		-cured set of gauntlets	An acid-cured set of gauntlets	1	44	FALSE	FALSE									0	TRUE	35										TRUE	0.04	0	11.16	0			0	0								7.941176471	0	0
35	Equipment - Common	Non-specific	Helmet	Acid Helm	Acid	35	150		helmet	An acid helmet	1	149	FALSE	FALSE									0	TRUE	35										TRUE	0.1	0	26.4	0			0	0									0	0
35	Equipment - Uncommon	Caster	Mainhand	Acid Wand	Acid	40	150	magical	mainhand	A magical acid mainhand	1	1280	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	35				22			29.19708235	27.15328659	31.24087812	FALSE	FALSE	0.05	12.7	119.037037	0	63.94	0	0		120.037037							0	0
35	Equipment - Common	Caster	Offhand Item	Acid Orb	Acid	35	150	magical	offhand item	A magical acid offhand item	1	640	FALSE	FALSE									0	TRUE	35				22						FALSE	FALSE	0	0	95.22962963			0	0		96.22962963							0	0
35	Equipment - Common	Non-specific	Polearm	Acid Axe	Acid	35	150		polearm	An acid polearm	1	324	TRUE	FALSE	large	slow	1.15	1	1.3	2.5	845	0.3	0	TRUE	35							173.2128497	121.2489948	225.1767046	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
35	Equipment - Uncommon	Non-specific	Ring	Acid Band	Acid	40	150		ring	An acid ring	1	884	FALSE	FALSE									0	TRUE	35										FALSE	FALSE	0.05	12.7	0			0	0				5	76.01				0	0
35	Equipment - Common	Non-specific	Shield	Acid Shield	Acid	35	150		shield	An acid shield	1	324	FALSE	FALSE									0	TRUE	35										TRUE	0.25	0	64.5	0			0	0	132.691358								0	0
35	Equipment - Common	Warrior	Thrown	Acid Needles	Acid	35	150		throwing weapon	An acid throwing weapon	1	44	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	35	22						65.69343529	55.83942	75.54745059	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
40	Equipment - Common	Warrior	1-Handed Weapon	Icy Kris	Ice	40	150		weapon	An ice weapon	1	49	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	40	28						83.83973684	71.26377632	96.41569737	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
40	Equipment - Common	Warrior	1-Handed Weapon	Icy Scimitar	Ice	40	150		weapon	An ice weapon	1	49	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	40	28						133.0789474	109.1247368	157.0331579	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
40	Equipment - Rare	Caster	1-Handed Weapon	Soul Stealer		50	150	demonic	magical weapon	A demonic  magical weapon	1	3000	TRUE	FALSE	large	fast	0.9	0.4	0.7	2.5	455	0.22	0	TRUE	40				28	24	0.2	33.53589474	31.38959747	49.09654989	FALSE	FALSE	0.1	28.4	0	5	0	0	0			5						0	0
40	Equipment - Common	Non-specific	Armor	Icy Plate	Ice	40	150	well-crafted	armor	A well-crafted ice armor	1	1009	FALSE	FALSE									0	TRUE	40										TRUE	0.45	0	128.8	0			0	0									0	0
40	Equipment - Common	Non-specific	Belt	Icy Cinch	Ice	40	150		-imbued belt	An ice-imbued belt	1	49	FALSE	FALSE									0	TRUE	40										FALSE	FALSE	0	0	0			0	0									0	0
40	Equipment - Common	Non-specific	Boots	Icy Footwraps	Ice	40	150		boots	An ice boots	1	169	FALSE	FALSE									0	TRUE	40										TRUE	0.1	0	29.4	0			0	0									0	0
40	Equipment - Common	Non-specific	Bow	Icy Longbow	Ice	40	150		-touched ranged weapon	An ice-touched ranged weapon	1	49	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	40							119.7710526	98.21226316	141.3298421	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
40	Equipment - Common	Warrior	Crossbow	Ice Crossbow	Ice	40	150		crossbow	An ice crossbow	1	1280	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	40	28						179.0577237	125.3404066	232.7750408	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
40	Equipment - Common	Non-specific	Gloves	Ice Gauntlets	Ice	40	150		gloves	An ice gloves	1	49	FALSE	FALSE									0	TRUE	40										FALSE	FALSE	0	0	0			0	0								8.333333333	0	0
40	Equipment - Common	Non-specific	Helmet	Icy Skullcap	Ice	40	150		helmet	An ice helmet	1	169	FALSE	FALSE									0	TRUE	40										TRUE	0.1	0	29.4	0			0	0									0	0
40	Equipment - Common	Warrior	Javelin	Icicles	Ice	40	150		javelin	An ice javelin	1	49	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	40	28						83.83973684	71.26377632	96.41569737	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
40	Equipment - Uncommon	Caster	Mainhand	Ice Wand	Ice	45	150	magical	mainhand	A magical ice mainhand	1	98	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	40					28		33.53589474	31.18838211	35.88340737	FALSE	FALSE	0.05	14.2	136	0	71.54	0	0		137							0	0
40	Equipment - Common	Caster	Offhand Item	Ice Orb	Ice	40	150	magical	offhand item	A magical ice offhand item	1	1280	FALSE	FALSE									0	TRUE	40					28					FALSE	FALSE	0	0	108.8			0	0		109.8							0	0
40	Equipment - Uncommon	Caster	Polearm	Ice Staff	Ice	45	150	powerful	polearm	A powerful ice polearm	1	1369	TRUE	FALSE	large	slow	1.15	0.4	1.3	2.5	845	0.3	0	TRUE	40					28		79.58121053	55.70684737	103.4555737	FALSE	FALSE	0.05	14.2	272	5	71.54	0	0		273	5					8.333333333	0	0
40	Equipment - Uncommon	Non-specific	Ring	Icy Talisman	Ice	45	150		ring	An ice ring	1	1009	FALSE	FALSE									0	TRUE	40										FALSE	FALSE	0.05	14.2	0			0	0				5	85.85333333				0	0
40	Equipment - Common	Non-specific	Shield	Ice Shield	Ice	40	150		shield	An ice shield	1	369	FALSE	FALSE									0	TRUE	40										TRUE	0.25	0	72	0			0	0	150.9197531								0	0
																																																					
																																																					
																																																					
																																		"=IF(N2,MIN(INDEX(Damage!$B$2:$B$151,A2),AG2+(AG2*W2))*(1+AF2),"""")"																			
